id,title,image_url,artist,year,medium,collection,current_location,creation_location,height,width,movement
707,The Young Shepherdess,http://commons.wikimedia.org/wiki/Special:FilePath/The%20young%20shepherdess%2C%20by%20William-Adolphe%20Bouguereau.jpg,William-Adolphe Bouguereau,1885,oil paint,San Diego Museum of Art,San Diego Museum of Art,Unknown,62.0,28.5,academic art
708,Cervara Polyptych,http://commons.wikimedia.org/wiki/Special:FilePath/Cervara-triptiek%20%28wedersamenstelling%29.jpg,Gerard David,1500,oak panel,Metropolitan Museum of Art,Room 817,Unknown,255.0,218.0,Early Netherlandish painting
709,Polyptych of Sant'Agostino,http://commons.wikimedia.org/wiki/Special:FilePath/Polyptyque%20de%20Sant%27Agostino.jpg,Pietro Perugino,1502,tempera,National Gallery of Umbria,Louvre Museum,Unknown,261.0,146.0,Italian Renaissance
710,Bathsheba at her Bath,http://commons.wikimedia.org/wiki/Special:FilePath/Bathsheba%20in%20her%20bath-Veronese-MBA%20Lyon%20A63-IMG%200319.jpg,Paolo Veronese,1580,oil paint,Department of Paintings of the Louvre,Museum of Fine Arts of Lyon,Unknown,151.0,242.0,Mannerism
711,Portrait of Adèle Besson,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Auguste%20Renoir%20-%20Ad%C3%A8le%20Besson.jpg,Pierre-Auguste Renoir,1918,oil paint,Musée des Beaux-Arts et d'Archéologie de Besançon,Musée des Beaux-Arts et d'Archéologie de Besançon,Cagnes-sur-Mer,41.0,36.8,Post-impressionism
712,On the Shore of the Seine,http://commons.wikimedia.org/wiki/Special:FilePath/Pierre-Auguste%20Renoir%27s%20%27Paysage%20Bords%20de%20Seine%27%2C%20The%20Potomack%20Company%20auction%20gallery%20in%20Alexandria%2C%20VA.jpg,Pierre-Auguste Renoir,1879,oil paint,Baltimore Museum of Art,Baltimore Museum of Art,Unknown,14.0,23.2,Impressionism
713,The Charging Chasseur,http://commons.wikimedia.org/wiki/Special:FilePath/An%20Officer%20of%20the%20Imperial%20Horse%20Guards%20Charging%20-%20G%C3%A9ricault%20%28Louvre%20INV%204885%29.jpg,Théodore Géricault,1812,oil paint,Department of Paintings of the Louvre,Room 700,Unknown,349.0,266.0,Romanticism
714,The Hülsenbeck children,http://commons.wikimedia.org/wiki/Special:FilePath/Philipp%20Otto%20Runge%20003.jpg,Philipp Otto Runge,1800,oil paint,Hamburger Kunsthalle,Hamburger Kunsthalle,Unknown,131.5,143.5,Romanticism
715,Portrait of Everhard Jabach,http://commons.wikimedia.org/wiki/Special:FilePath/Ch%C3%A2teau%20de%20Bussy-Rabutin%20-%20Everhard%20Jabach%2C%20dit%20l%27homme%20aux%20gants%20gris%20%28bgw19%200341%29%20%28cropped%29.jpg,Hyacinthe Rigaud,1688,oil paint,Château de Bussy-Rabutin,Château de Bussy-Rabutin,Unknown,138.3,105.5,Baroque painting
716,Pierrot,http://commons.wikimedia.org/wiki/Special:FilePath/Jean-Antoine%20Watteau%20-%20Pierrot%2C%20dit%20autrefois%20Gilles.jpg,Jean-Antoine Watteau,1718,oil paint,Department of Paintings of the Louvre,Louvre storage (depot),Unknown,184.5,149.5,Rococo
717,The Entombment of Christ,http://commons.wikimedia.org/wiki/Special:FilePath/The%20Entombment%20of%20Christ-Caravaggio%20%28c.1602-3%29.jpg,Caravaggio,1600,oil paint,Pinacoteca Vaticana,Pinacoteca Vaticana,Unknown,300.0,203.0,Italian Baroque painting
718,Green Stripe,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Raie%20verte%2C%20par%20Henri%20Matisse.jpg,Henri Matisse,1905,oil paint,Statens Museum for Kunst,Statens Museum for Kunst,Unknown,40.5,32.5,Fauvism
719,Spoliarium,http://commons.wikimedia.org/wiki/Special:FilePath/Juan%20Luna%20Spoliarium.jpg,Juan Luna,1884,wood,National Museum of the Philippines,National Museum of Fine Arts,Unknown,400.0,800.0,academic art
720,The holy Jacob and the magician Hermogenes,http://commons.wikimedia.org/wiki/Special:FilePath/Saint%20Jacques%20et%20le%20magicien%20Hermogene.jpg,Hieronymus Bosch,1550,oil paint,Musée des Beaux-Arts de Valenciennes,Musée des Beaux-Arts de Valenciennes,Unknown,62.0,41.5,Early Netherlandish painting
721,Saint Eustace,http://commons.wikimedia.org/wiki/Special:FilePath/Hl-Eustachius-1515.jpg,Lucas Cranach the Elder,1517,oil paint,Liechtenstein Museum,Liechtenstein Museum,Unknown,86.5,32.8,German Renaissance
722,Religion saved by Spain,http://commons.wikimedia.org/wiki/Special:FilePath/Religion%20saved%20by%20Spain.jpg,Titian,1573,canvas,Museo del Prado,Prado Hall 024,Unknown,168.0,168.0,Venetian school
723,Altarpiece of St. Vincent Ferrer,http://commons.wikimedia.org/wiki/Special:FilePath/Polittico%20di%20san%20vincenzo%20ferrer%2001.jpg,Giovanni Bellini,1500,tempera,Santi Giovanni e Paolo,Santi Giovanni e Paolo,Santi Giovanni e Paolo,275.0,31.0,Italian Renaissance painting
724,Ia Orana Maria,http://commons.wikimedia.org/wiki/Special:FilePath/Paul%20Gauguin%20Ia%20Orana%20Maria%20%28Hail%20Mary%29%20The%20Metropolitan%20Museum%20of%20Art1.jpg,Paul Gauguin,1891,canvas,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,113.7,87.6,Les Nabis
725,Roman carts,http://commons.wikimedia.org/wiki/Special:FilePath/Barrocci%20romani%20by%20Giovanni%20Fattori.jpg,Giovanni Fattori,1873,tempera,Galleria d'arte moderna,Palazzo Pitti,Italy,21.0,31.0,Macchiaioli
726,Poseuse de dos,http://commons.wikimedia.org/wiki/Special:FilePath/Seurat%20Modella%20di%20spalle.jpg,Georges Seurat,1887,panel,Musée d'Orsay,Musée d'Orsay,Unknown,24.3,15.3,pointillism
727,Equestrian Portrait of Charles V,http://commons.wikimedia.org/wiki/Special:FilePath/Carlos%20V%20en%20M%C3%BChlberg%2C%20by%20Titian%2C%20from%20Prado%20in%20Google%20Earth.jpg,Titian,1548,oil paint,Museo del Prado,Museo del Prado,Augsburg,335.0,283.0,Venetian school
728,Saint Paul,http://commons.wikimedia.org/wiki/Special:FilePath/Masaccio%2C%20san%20paolo%2C%20pisa.jpg,Masaccio,1426,panel,National Museum of San Matteo,National Museum of San Matteo,Unknown,51.0,30.0,Italian Renaissance
729,The Siege of Asola,http://commons.wikimedia.org/wiki/Special:FilePath/Tintoretto%20Battle%20of%20Asola.jpg,Jacopo Tintoretto,1544,oil paint,National Museum in Poznań,National Museum in Poznań,Unknown,197.0,467.5,Mannerism
730,The Legend of the King's Sons,http://commons.wikimedia.org/wiki/Special:FilePath/Bacchiacca%2C%20leggenda%20del%20figlio%20del%20re%20morto.jpg,Francesco Bacchiacca,1523,panel,Staatliche Kunstsammlungen Dresden,Gemäldegalerie Alte Meister,Florence,84.5,196.0,Mannerism
731,Madonna and Child with Angels,http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20and%20Child%20with%20Angels%20MET%20DP254091.jpg,Gentile da Fabriano,1410,panel,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,85.7,50.8,International Gothic
732,The Disputation with Simon Magus and the Crucifixion of Peter,http://commons.wikimedia.org/wiki/Special:FilePath/Filippino%20lippi%2C%20crocifissione%20di%20san%20pietro%2C%20cappella%20brancacci%2C%201482-85.jpg,Filippino Lippi,1481,fresco,Brancacci Chapel,Brancacci Chapel,Brancacci Chapel,230.0,598.0,High Renaissance
733,Van Gogh's Chair,http://commons.wikimedia.org/wiki/Special:FilePath/Vincent%20Willem%20van%20Gogh%20138.jpg,Vincent van Gogh,1888,oil paint,National Gallery,National Gallery,Arles,91.8,73.0,Post-impressionism
734,"Jupiter, Neptune and Pluto",http://commons.wikimedia.org/wiki/Special:FilePath/Caravaggio%20Jupiter%20Neptune%20Pluto.jpg,Caravaggio,1599,oil paint,Villa Ludovisi,Villa Ludovisi,Unknown,300.0,180.0,Baroque
735,Berthe Morisot with a Bouquet of Violets,http://commons.wikimedia.org/wiki/Special:FilePath/Edouard%20Manet%20-%20Berthe%20Morisot%20With%20a%20Bouquet%20of%20Violets%20-%20Google%20Art%20Project.jpg,Édouard Manet,1872,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,0.555,0.405,Impressionism
736,Lamentation over the Dead Christ with Saints,http://commons.wikimedia.org/wiki/Special:FilePath/Botticelli%2C%20compianto%20di%20milano.jpg,Sandro Botticelli,1495,tempera,Museo Poldi Pezzoli,Nave of Santa Maria Maggiore,Unknown,106.0,71.0,Early Renaissance
737,Burkard von Speyer,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20D%C3%BCrer%20%281471-1528%29%20-%20Burkhard%20of%20Speyer%20%2816th%20century%29%20-%20RCIN%20404418%20-%20Royal%20Collection.jpg,Albrecht Dürer,1506,panel,Royal Collection,Windsor Castle,Venice,31.7,26.0,German Renaissance
738,Shepherd with a Flute,http://commons.wikimedia.org/wiki/Special:FilePath/Titian%20-%20Boy%20with%20a%20pipe%20-%20Windsor%20Castle.jpg,Titian,1510,oil paint,Royal Collection,Windsor Castle,Unknown,62.4,49.2,Venetian school
739,The Story of Lucretia,http://commons.wikimedia.org/wiki/Special:FilePath/Sandro%20Botticelli%20-%20The%20Story%20of%20Lucretia%20-%20P16e20%20-%20Isabella%20Stewart%20Gardner%20Museum.jpg,Sandro Botticelli,1500,tempera,Isabella Stewart Gardner Museum,Isabella Stewart Gardner Museum,Unknown,84.0,180.0,Early Renaissance
740,Madonna del Prato,http://commons.wikimedia.org/wiki/Special:FilePath/Bellini%2C%20Giovanni%20-%20Madonna%20of%20the%20Meadow.jpeg,Giovanni Bellini,1500,panel,National Gallery,Room 63 La Serenissima: Painting in Venice 1450–1500,Unknown,67.3,86.4,High Renaissance
741,The Death of Actaeon,http://commons.wikimedia.org/wiki/Special:FilePath/Actaeon.jpg,Titian,1567,oil paint,National Gallery,National Gallery,Unknown,178.8,197.8,Venetian school
742,"Rouen Cathedral, Portal, Morning Sun",http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20Cath%C3%A9drale%20de%20Rouen.%20Harmonie%20bleue.jpg,Claude Monet,1893,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,91.0,63.0,Impressionism
743,Coronation of the Virgin,http://commons.wikimedia.org/wiki/Special:FilePath/Botticelli%2C%20incoronazione%20della%20vergine.jpg,Sandro Botticelli,1490,plaster,Uffizi Gallery,Nave of Basilica di San Marco,Unknown,378.0,258.0,Early Renaissance
744,"The Story of Nastagio Degli Onesti, part one",http://commons.wikimedia.org/wiki/Special:FilePath/Botticelli%20Prado%20103.jpg,Sandro Botticelli,1483,tempera,Museo del Prado,Museo del Prado,Unknown,83.0,138.0,Early Renaissance
745,The Manneporte near Étretat,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20La%20Manneporte%20pr%C3%A8s%20d%27%C3%89tretat.jpg,Claude Monet,1886,oil paint,Metropolitan Museum of Art,Metropolitan Museum of Art,Étretat,81.3,65.4,Impressionism
746,The Ballet Class,http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Degas%20-%20The%20Ballet%20Class%20-%20Google%20Art%20Project.jpg,Edgar Degas,1871,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,85.0,75.0,Impressionism
747,The Eiffel Tower,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Seurat%20-%20La%20Tour%20Eiffel%20%28ca.%201889%29.jpg,Georges Seurat,1889,panel,Fine Arts Museums of San Francisco,Legion of Honor,Unknown,24.1,15.2,pointillism
748,Andromeda Chained to the Rocks,http://commons.wikimedia.org/wiki/Special:FilePath/Andromeda%2C%20Rembrandt%20van%20Rijn%2C%201630-1631%2C%20Mauritshuis%2C%20The%20Hague.jpg,Rembrandt,1630,panel,Mauritshuis,Mauritshuis,Unknown,34.0,24.5,Dutch Golden Age painting
749,"Rouen Cathedral, Portal and Tower Saint-Romain, Morning Light",http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20Cath%C3%A9drale%20de%20Rouen.%20Harmonie%20blanche.jpg,Claude Monet,1893,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,106.0,73.0,Impressionism
750,The Blue Boat,http://commons.wikimedia.org/wiki/Special:FilePath/Monet%2C%20la%20barca%20blu%2C%20thyssen.jpg,Claude Monet,1887,oil paint,Thyssen-Bornemisza Museum,Thyssen-Bornemisza Museum,Unknown,109.0,129.0,Impressionism
751,"Rouen Cathedral, Portal and Tower Saint-Romain in the Sun",http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20Cath%C3%A9drale%20de%20Rouen.%20Harmonie%20bleue%20et%20or.jpg,Claude Monet,1893,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,107.0,73.5,Impressionism
752,La barque à Giverny,http://commons.wikimedia.org/wiki/Special:FilePath/Monet%20-%20In%20der%20Barke.jpg,Claude Monet,1887,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,97.5,130.5,Impressionism
753,Agony in the Garden,http://commons.wikimedia.org/wiki/Special:FilePath/Bellini%2CGiovanni%20-%20Agony%20in%20the%20Garden%20-%20National%20Gallery.jpg,Giovanni Bellini,1459,panel,National Gallery,National Gallery,Unknown,81.0,127.0,Early Renaissance
754,"Rouen Cathedral, Portal and Tower d'Albane, Midday",http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20-%20Rouen%20Cathedral%20at%20noon%20%281894%29%20-%20Pushkin%20Museum%20%D0%96-3313.jpg,Claude Monet,1894,oil paint,Pushkin Museum of Fine Arts,Pushkin Museum of Fine Arts,Unknown,101.0,65.0,Impressionism
755,Arm of the Seine near Giverny,http://commons.wikimedia.org/wiki/Special:FilePath/Bras%20de%20Seine%20pr%C3%A8s%20de%20Giverny%20%281897%29%20Claude%20Monet%20-%20Mus%C3%A9e%20d%27Orsay%20%28W%201487%29.jpg,Claude Monet,1897,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,0.732,0.93,Impressionism
756,Christ Blessing,http://commons.wikimedia.org/wiki/Special:FilePath/CristoRaffaello.jpg,Raphael,1505,oil paint,Tosio Martinengo Gallery,Tosio Martinengo Gallery,Unknown,31.7,25.3,High Renaissance
757,Christ on the Cross,http://commons.wikimedia.org/wiki/Special:FilePath/Jacques-Louis%20David%20-%20Le%20Christ%20en%20croix%2C%201782.jpg,Jacques-Louis David,1782,oil paint,Church of St Vincent,Church of St Vincent,Unknown,276.0,188.0,Neoclassicism
758,"The Church in Moret, Evening",http://commons.wikimedia.org/wiki/Special:FilePath/Alfred%20Sisley%20039.jpg,Alfred Sisley,1894,oil paint,Lausanne,Lausanne,Unknown,83.0,64.0,Impressionism
759,Portrait of Paul Guillaume,http://commons.wikimedia.org/wiki/Special:FilePath/Modigliani%2C%20Amedeo%20-%20Paul%20Guillaume.%20Nova%20Pilota.jpg,Amedeo Modigliani,1915,cardboard,Musée de l'Orangerie,Musée de l'Orangerie,Unknown,1050.0,750.0,Expressionism
760,Portrait of the Nuremberg Painter Michael Wolgemut,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20D%C3%BCrer%20-%20Bildnis%20des%20N%C3%BCrnberger%20Malers%20Michael%20Wolgemut%20%281516%29.jpg,Albrecht Dürer,1516,lime panel,Germanisches Nationalmuseum,Bavarian State Painting Collections,Unknown,29.8,28.1,German Renaissance
761,Saskia in a Red Hat,http://commons.wikimedia.org/wiki/Special:FilePath/Saskia%20von%20Uylenburgh%20im%20Profil%20%28Rembrandt%29%203.JPG,Rembrandt,1633,panel,Hessen Kassel Heritage,Gemäldegalerie Alte Meister,Unknown,99.5,78.8,Dutch Golden Age painting
762,Portrait of Pope Paul III,http://commons.wikimedia.org/wiki/Special:FilePath/Portrait%20of%20Pope%20Paul%20III%20Farnese%20%28by%20Titian%29%20-%20National%20Museum%20of%20Capodimonte.jpg,Titian,1543,oil paint,Museo di Capodimonte,Museo di Capodimonte,Ferrara,106.0,85.0,Venetian school
763,"Portrait of Robert Rich, second earl of Warwick",http://commons.wikimedia.org/wiki/Special:FilePath/Robert%20Rich%20by%20van%20Dyck.jpg,Anthony van Dyck,1634,oil paint,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,208.0,128.0,Baroque
764,"Portrait of Philip Herbert,4th Earl of Pembroke, his second wife Lady Anne Clifford,14th Baroness of Clifford and his surviving children by his first marriage and Lady Mary Villiers",http://commons.wikimedia.org/wiki/Special:FilePath/Philip%20Herbert%2C%204th%20Earl%20of%20Pembroke%2C%20with%20his%20Family.jpg,Anthony van Dyck,1635,oil paint,Wilton House,Wilton House,Unknown,330.0,510.0,Baroque
765,Madonna and Child Enthroned with Saints,http://commons.wikimedia.org/wiki/Special:FilePath/Domenico%20ghirlandaio%2C%20Madonna%20and%20Child%20Enthroned%20with%20Saints%2C%20lucca%2001.jpg,Domenico Ghirlandaio,1479,tempera,Lucca Cathedral,Lucca Cathedral,Unknown,170.0,160.0,Italian Renaissance
766,Portrait of Nicolaes Ruts,http://commons.wikimedia.org/wiki/Special:FilePath/Rembrandt%20-%20Portrait%20of%20Nicolaes%20Ruts.jpg,Rembrandt,1631,panel,The Frick Collection,The Frick Collection,Unknown,116.8,87.3,Dutch Golden Age painting
767,"Portrait of Filippo Francesco d'Este, Marchese di Lanzo with his Dog",http://commons.wikimedia.org/wiki/Special:FilePath/Anthonis%20van%20Dyck%2C%20Kunsthistorisches%20Museum%20Wien%2C%20Gem%C3%A4ldegalerie%20-%20Filippo%20Francesco%20d%27Este%2C%20Marchese%20di%20Lanzo%20%281621-1653%29%20mit%20Hund%20-%20GG%20484%20-%20Kunsthistorisches%20Museum.jpg,Anthony van Dyck,1631,color,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,175.0,95.5,Baroque
768,"Portrait of Philip Herbert, 4th Earl of Pembroke",http://commons.wikimedia.org/wiki/Special:FilePath/Philip%20Herbert%2C%204th%20Earl%20of%20Pembroke.jpg,Anthony van Dyck,1634,oil paint,National Gallery of Victoria,National Gallery of Victoria,Unknown,105.0,83.0,Baroque
769,"Philip, Lord Wharton",http://commons.wikimedia.org/wiki/Special:FilePath/Philip%2C%20Lord%20Wharton.jpg,Anthony van Dyck,1632,oil paint,National Gallery of Art,National Gallery of Art,Unknown,133.0,106.0,Baroque
770,Haller Madonna,http://commons.wikimedia.org/wiki/Special:FilePath/Madonna%20Haller.jpg,Albrecht Dürer,1495,oil paint,National Gallery of Art,National Gallery of Art,Unknown,52.4,42.2,German Renaissance
771,Portrait of Mary Cassatt,http://commons.wikimedia.org/wiki/Special:FilePath/Edgar%20Degas%20-%20Mary%20Cassatt%20-%20Google%20Art%20Project.jpg,Edgar Degas,1884,oil paint,National Portrait Gallery,National Portrait Gallery,Unknown,733.0,600.0,Impressionism
772,Madonna with child,http://commons.wikimedia.org/wiki/Special:FilePath/Parmigianino%2C%20madonna%20doria%2C%20versione%20degli%20Uffizi.jpg,Parmigianino,1525,panel,Uffizi Gallery,Uffizi Gallery,Unknown,44.0,31.0,High Renaissance
773,Le Chahut,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Seurat%2C%201889-90%2C%20Le%20Chahut%2C%20Kr%C3%B6ller-M%C3%BCller%20Museum.jpg,Georges Seurat,1889,oil paint,Kröller-Müller Museum,Kröller-Müller Museum,Unknown,1700.0,1410.0,Neo-impressionism
774,"Le Bassin aux nymphéas, Harmonie rose",http://commons.wikimedia.org/wiki/Special:FilePath/Le%20Bassin%20aux%20nymph%C3%A9as%2C%20harmonie%20rose%20-%20Claude%20Monet.jpg,Claude Monet,1900,canvas,Musée d'Orsay,Musée d'Orsay,Unknown,90.0,100.5,Impressionism
775,The Circus Parade,http://commons.wikimedia.org/wiki/Special:FilePath/Georges%20Seurat%20066.jpg,Georges Seurat,1888,oil paint,Metropolitan Museum of Art,Metropolitan Museum of Art,Unknown,99.7,149.9,Neo-impressionism
776,Portrait of a Venetian Woman,http://commons.wikimedia.org/wiki/Special:FilePath/Albrecht%20D%C3%BCrer%20089b.jpg,Albrecht Dürer,1505,oil paint,Kunsthistorisches Museum,Kunsthistorisches Museum,Unknown,32.5,24.5,German Renaissance
777,Les barques. Régates à Argenteuil,http://commons.wikimedia.org/wiki/Special:FilePath/Claude%20Monet%20047.jpg,Claude Monet,1874,oil paint,Musée d'Orsay,Musée d'Orsay,Unknown,60.0,100.0,Impressionism
778,La Promenade,http://commons.wikimedia.org/wiki/Special:FilePath/La%20Promenade%2C%20by%20Pierre-Auguste%20Renoir%2C%20edited.jpg,Pierre-Auguste Renoir,1870,oil paint,J. Paul Getty Museum,Getty Center,Unknown,813.0,648.0,Pleinairisme
779,Charles I (1600-1649) with M. de St Antoine,http://commons.wikimedia.org/wiki/Special:FilePath/Anthony%20van%20Dyck%20-%20Charles%20I%20%281600-49%29%20with%20M.%20de%20St%20Antoine%20-%20Google%20Art%20Project.jpg,Anthony van Dyck,1636,oil paint,Royal Collection,Windsor Castle,Unknown,370.0,270.0,Baroque
780,Equestrian Portrait of Charles I,http://commons.wikimedia.org/wiki/Special:FilePath/Anthonis%20van%20Dyck%20-%20Equestrian%20Portrait%20of%20Charles%20I%20-%20National%20Gallery%2C%20London.jpg,Anthony van Dyck,1630,oil paint,National Gallery,National Gallery,Unknown,367.0,292.1,Baroque
781,Liberation of the Woman possessed by the Devil,http://commons.wikimedia.org/wiki/Special:FilePath/Andrea%20del%20Sarto%2C%20liberazione%20di%20un%27indemoniata%2C%201509-1510%2C%2001.jpg,Andrea del Sarto,1509,fresco,Santissima Annunziata,chiostrino dei Voti,Unknown,364.0,300.0,High Renaissance
